lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
2,3,f7ece850480c04fb692f7fc79f07479645890b1ec47b1f05d13c97e7e9586208,1789722261732938000,246152,290729,4546607,9694956,2991281,8284603,
5,3,cdb18813936938e4fe82efb1251b1b13487f8284f61b6e00e786b82f257d1e91,1789722261732969000,246106,290685,4546954,8575695,1788326,8284286,
6,3,95036b765e5db87b2b14854b8941c94b9f3a61406bb29baadf7eb9ad21d936d0,1789722261733014000,246036,290632,4547020,8575258,1788216,8283839,
3,3,0728edcf7d029dd5ae11c7396125a48bb84112cae6c78ec0996af73b20259ff2,1789722261733015000,227276,257597,4545814,9725323,1820887,7779981,
1,3,3fe1b5e38c8245433839056053e686fcfda8ca134f10c00d939aa194f6af07ea,1789722261733031000,246003,290596,4548148,10330726,1788123,7953231,
0,4,ef6fd24f62bb83c1629a942d2897469ba9e3af79a47d5aceac42bb313c7c308c,1789722261870747000,122078,155900,4410216,9412875,2988415,8281626,
7,5,892cb625cccf605b280b0a8f983bad41988a8f6803c3293b8654d0403061510e,1789722261978895000,290679,385651,4301488,8429357,2699397,8043246,
4,5,424cd230aae8085a36a372c5f4dd768f85aae960fb2cf130efca65ee1cab3bc9,1789722262111071000,207133,253508,4168515,10019949,2699411,8449575,
3,4,429b1420b5d6fe47310bc1f5dd67b1a1901526d8a719cd29c720471162f77773,1789722262111277000,167501,231371,5486367,9925491,2721294,7966018,
0,5,43f3c5930d66ed417ec6717f7b76f6cc8a29d484946d739ddefbe1a76661ac5c,1789722262152888000,116764,211684,4127278,9978559,2699387,8043682,
1,4,4c622fd40d0e72c708d4e300e05b9aa83fe7dc9d7b320d3ebee742f5a132089b,1789722262170769000,188784,265851,5427475,9966269,2627430,8690258,
6,4,ecb15a569332b14030396fe8ea5c8a75ecbfc4d7fef93737bbcdb26d55eb8819,1789722262170769000,188768,265824,5446914,9916984,2627428,8438182,
2,4,c62945de454c05f56981f12692c99f820f890e4c672d1e37e6f45c4a6c617bca,1789722262170796000,188766,265789,4108413,9243437,2627428,8419074,
5,4,bcd61ed72d3fa2c4ad622a4c8fe234e00f9d5024edb2d3de6029cb2839ea1aa3,1789722262170835000,188603,265774,4109781,9527754,2627434,8645633,
3,5,3769d21a9b6c845835765d22a70fe381929f67dbab20ba194209d527bc05f60e,1789722262374027000,135025,195508,5211759,9525102,3709300,8625403,
4,6,689811e25ee7a6abb3075c2da9e717c98a20938b8aa921b5dce1cf62426f0f7e,1789722262391826000,141843,220863,5206999,9695217,3666861,8670937,
7,6,0b63f3ebc3e7a851bbe946fc9a1fcdffcac38af3dbb1f8499f95b9f7211c9527,1789722262429808000,143502,210793,3851796,9185852,3638987,8773635,
0,6,da075fa67005f6321d0f3b71312a81f963df26234dfc9c1f1c229af6808e250b,1789722262429825000,79231,182855,3851679,9322251,3666533,8614456,
5,5,f2d60c13e53a8b5134db720b50e6a80c74ed51453938b1c3966466bbc7436ef1,1789722262509006000,170817,220586,6070953,8950454,3550582,8729325,
1,5,dec98f7d240726135f7d10a931b4dbdd7763a4c49b78c686aacc8bf70719cf16,1789722262509058000,95321,150483,5089973,8919319,3620262,8768360,
6,5,2b75b4cf55bbb98f1a51e8f14e81d25f566584bed0dc683d4f0f94d956312b07,1789722262535859000,143622,193711,5050282,9202835,3550360,8698808,
